"537,17.91,0,,Aucune,		"
"538,17.95,0,,Aucune,		"
"539,17.98,0,,Aucune,		"
"540,18.01,0,,Aucune,		"
"541,18.05,0,,Aucune,		"
"542,18.08,0,,Aucune,		"
"543,18.11,0,,Aucune,		"
"544,18.15,0,,Aucune,		"
"545,18.18,0,,Aucune,		"
"546,18.21,0,,Aucune,		"
"547,18.25,0,,Aucune,		"
"548,18.28,0,,Aucune,		"
"549,18.31,0,,Aucune,		"
"550,18.35,0,,Aucune,		"
"551,18.38,0,,Aucune,		"
"552,18.41,0,,Aucune,		"
"553,18.45,0,,Aucune,		"
"554,18.48,0,,Aucune,		"
"555,18.51,0,,Aucune,		"
"556,18.55,0,,Aucune,		"
"557,18.58,0,,Aucune,		"
"558,18.61,0,,Aucune,		"
"559,18.65,0,,Aucune,		"
"560,18.68,0,,Aucune,		"
"561,18.71,0,,Aucune,		"
"562,18.75,0,,Aucune,		"
"563,18.78,0,,Aucune,		"
"564,18.81,0,,Aucune,		"
"565,18.85,0,,Aucune,		"
"566,18.88,0,,Aucune,		"
"567,18.91,0,,Aucune,		"
"568,18.95,0,,Aucune,		"
"569,18.98,0,,Aucune,		"
"570,19.01,0,,Aucune,		"
"571,19.05,0,,Aucune,		"
"572,19.08,0,,Aucune,		"
"573,19.11,0,,Aucune,		"
"574,19.15,0,,Aucune,		"
"575,19.18,0,,Aucune,		"
"576,19.21,0,,Aucune,		"
"577,19.25,0,,Aucune,		"
"578,19.28,0,,Aucune,		"
"579,19.31,0,,Aucune,		"
"580,19.35,0,,Aucune,		"
"581,19.38,0,,Aucune,		"
"582,19.42,0,,Aucune,		"
"583,19.45,0,,Aucune,		"
"584,19.48,0,,Aucune,		"
"585,19.52,0,,Aucune,		"
"586,19.55,0,,Aucune,		"
"587,19.58,0,,Aucune,		"
"588,19.62,0,,Aucune,		"
"589,19.65,0,,Aucune,		"
"590,19.68,0,,Aucune,		"
"591,19.72,0,,Aucune,		"
"592,19.75,0,,Aucune,		"
"593,19.78,0,,Aucune,		"
"594,19.82,0,,Aucune,		"
"595,19.85,0,,Aucune,		"
"596,19.88,0,,Aucune,		"
"597,19.92,0,,Aucune,		"
"598,19.95,0,,Aucune,		"
"599,19.98,0,,Aucune,		"
"600,20.02,0,,Aucune,		"
"601,20.05,0,,Aucune,		"
"602,20.08,0,,Aucune,		"
"603,20.12,0,,Aucune,		"
"604,20.15,0,,Aucune,		"
"605,20.18,0,,Aucune,		"
"606,20.22,0,,Aucune,		"
"607,20.25,0,,Aucune,		"
"608,20.28,0,,Aucune,		"
"609,20.32,0,,Aucune,		"
"610,20.35,0,,Aucune,		"
"611,20.38,0,,Aucune,		"
"612,20.42,0,,Aucune,		"
"613,20.45,0,,Aucune,		"
"614,20.48,0,,Aucune,		"
"615,20.52,0,,Aucune,		"
"616,20.55,0,,Aucune,		"
"617,20.58,0,,Aucune,		"
"618,20.62,0,,Aucune,		"
"619,20.65,0,,Aucune,		"
"620,20.68,0,,Aucune,		"
"621,20.72,0,,Aucune,		"
"622,20.75,0,,Aucune,		"
"623,20.78,0,,Aucune,		"
"624,20.82,0,,Aucune,		"
"625,20.85,0,,Aucune,		"
"626,20.88,0,,Aucune,		"
"627,20.92,0,,Aucune,		"
"628,20.95,0,,Aucune,		"
"629,20.98,0,,Aucune,		"
"630,21.02,0,,Aucune,		"
"631,21.05,0,,Aucune,		"
"632,21.08,0,,Aucune,		"
"633,21.12,0,,Aucune,		"
"634,21.15,0,,Aucune,		"
"635,21.18,0,,Aucune,		"
"636,21.22,0,,Aucune,		"
"637,21.25,0,,Aucune,		"
"638,21.28,0,,Aucune,		"
"639,21.32,0,,Aucune,		"
"640,21.35,0,,Aucune,		"
"641,21.38,0,,Aucune,		"
"642,21.42,0,,Aucune,		"
"643,21.45,0,,Aucune,		"
"644,21.48,0,,Aucune,		"
"645,21.52,0,,Aucune,		"
"646,21.55,0,,Aucune,		"
"647,21.58,0,,Aucune,		"
"648,21.62,0,,Aucune,		"
"649,21.65,0,,Aucune,		"
"650,21.68,0,,Aucune,		"
"651,21.72,0,,Aucune,		"
"652,21.75,0,,Aucune,		"
"653,21.78,0,,Aucune,		"
"654,21.82,0,,Aucune,		"
"655,21.85,0,,Aucune,		"
"656,21.88,0,,Aucune,		"
"657,21.92,0,,Aucune,		"
"658,21.95,0,,Aucune,		"
"659,21.98,0,,Aucune,		"
"660,22.02,0,,Aucune,		"
"661,22.05,0,,Aucune,		"
"662,22.08,1,19,PACKAGING_DÉCHIRÉ	 PAS_TRIANGLE,?	"
"663,22.12,1,19,PACKAGING_DÉCHIRÉ	 PAS_TRIANGLE,?	"
"664,22.15,0,,Aucune,		"
"665,22.18,0,,Aucune,		"
"666,22.22,0,,Aucune,		"
"667,22.25,0,,Aucune,		"
"668,22.28,0,,Aucune,		"
"669,22.32,0,,Aucune,		"
"670,22.35,0,,Aucune,		"
"671,22.38,0,,Aucune,		"
"672,22.42,0,,Aucune,		"
"673,22.45,0,,Aucune,		"
"674,22.48,0,,Aucune,		"
"675,22.52,0,,Aucune,		"
"676,22.55,0,,Aucune,		"
"677,22.58,0,,Aucune,		"
"678,22.62,0,,Aucune,		"
"679,22.65,0,,Aucune,		"
"680,22.68,0,,Aucune,		"
"681,22.72,0,,Aucune,		"
"682,22.75,0,,Aucune,		"
"683,22.78,0,,Aucune,		"
"684,22.82,0,,Aucune,		"
"685,22.85,0,,Aucune,		"
"686,22.88,0,,Aucune,		"
"687,22.92,0,,Aucune,		"
"688,22.95,0,,Aucune,		"
"689,22.98,0,,Aucune,		"
"690,23.02,0,,Aucune,		"
"691,23.05,0,,Aucune,		"
"692,23.08,0,,Aucune,		"
"693,23.12,0,,Aucune,		"
"694,23.15,0,,Aucune,		"
"695,23.18,0,,Aucune,		"
"696,23.22,0,,Aucune,		"
"697,23.25,0,,Aucune,		"
"698,23.28,0,,Aucune,		"
"699,23.32,0,,Aucune,		"
"700,23.35,0,,Aucune,		"
"701,23.38,0,,Aucune,		"
"702,23.42,0,,Aucune,		"
"703,23.45,1,20,PACKAGING_DÉCHIRÉ	 PAS_TRIANGLE,?	"
"704,23.48,0,,Aucune,		"
"705,23.52,0,,Aucune,		"
"706,23.55,0,,Aucune,		"
"707,23.58,0,,Aucune,		"
"708,23.62,0,,Aucune,		"
"709,23.65,0,,Aucune,		"
"710,23.68,0,,Aucune,		"
